tconst,titleType,primaryTitle,genres,Sinopsis
tt5009014,movie,Hugh Laurie: Live on the Queen Mary,[10402],"Hugh Laurie marks the climax of his personal musical odyssey with a tribute to Professor Longhair, the man who is his greatest inspiration. Joined by the legendary Copper Bottom Band on the same stage where Longhair delivered his master class in 1975, Laurie puts on a once-in-a-lifetime, unforgettable performance."
tt5011056,movie,Priyojon,"[35, 18, 10751]",
tt5016442,movie,Gujjubhai the Great,[35],"Hasmukh Gandhi has a simple philosophy: enjoy and let enjoy. But his stress-free life is interrupted when his daughter, Tanisha comes home with her boyfriend, Montu. While everyone in the Gandhi family has fallen for Montu's charm, Hasmukh sees him for the trickster he is. Not wanting his daughter to be entrapped, Hasmukh has found the perfect boy for her; one who is not only trustworthy, but also someone he knows will take care of her. The trouble is no one approves of his choice."
tt5021536,movie,Kendasampige,"[10749, 53]","When a love story goes awry, two young lovers are forced to take to the road with the police hot on their heels. They escape across Karnataka in a roller-coaster ride that is at once enthralling, exasperating and nail-biting."
tt5027202,movie,Colombia: Wild Magic,[99],"A wonderful country full of amazing creatures in America called Colombia, seen as never before, accompanied by incredible shots, make it a must-see place for adventurers and wildlife lovers this natural paradise."
tt5027774,movie,"Three Billboards Outside Ebbing, Missouri","[35, 80, 18]","After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated."
tt5029482,movie,The Family,[18],"Liu and Deng are a couple both in their 70s who have been married for nearly half a century and lived in a small inland city of China. The family of Liu and Deng is a typical ordinary family of China. The eldest daughter Liquin, divorced with a teenage son, lives with them."
tt5037436,movie,Mohanayok,[18],
tt5038806,movie,Infinitium,"[28, -1]",
tt5039054,movie,Oopiri,"[35, 18]","A convict out on parole finds employment as the caretaker of a multi-millionaire, who is paralysed from neck down."
tt5047090,movie,Black Cat,"[35, 80, 18]","When a near-decade old murder case involving a movie star threatens to reopen, adult child Duke Moody decides to make a true crime documentary, financed by his mother."
tt5051930,movie,Bill Evans: Time Remembered,"[-1, 99, 10402]","A biographical film featuring the music and times of Bill Evans with interviews from Tony Bennett, Jack Dejohnette, Billy Taylor, Paul Motian, Jon Hendricks, Orin Keepnews, Bobby Brookmeyer, Pat Evans and more, including family and friends who knew Bill Evans well."
tt5053508,movie,Rammstein in Amerika,"[99, 10402]","The concert film celebrates the band’s legendary show in New York’s Madison Square Garden – Rammstein’s return to the US after a ten-year absence. In HD and 5.1 surround sound.  For the documentary, Rammstein provided extensive, previously unreleased footage and photos from the band archive. In numerous interviews from various periods in the band’s history, the band members speak about their experiences across the Atlantic."
tt5055280,movie,Emerald City,[18],"Irish construction workers built New York City and had a grand time doing it. Each guy on the Emerald City crew is struggling with something: drinking, gambling, loss, the burden of a family legacy, and facing a city that doesn't need them anymore."
tt5061126,movie,Rocky Horror Show Live,"[35, 27, -1]","Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rocky'."
tt5065142,movie,Major!,"[-1, 99]","MAJOR! follows the life and campaigns of Miss Major Griffin-Gracy, a 73-year-old Black transgender woman who has been fighting for the rights of trans women of color for over 40 years."
tt5065320,movie,Kaliarda,[99],"Paola Revenioti and the filmmaking team Paola Team Documentaries present their first documentary feature. Kaliardáwas the secret language of the homosexual community in Greece, from the 40s until the first years following the fall of the dictatorship in the mid-70s. Paola became acquainted with the use of kaliardá towards its end, in the 80s. We started out with an aim to record the history of kaliardá, but along the way we realized we were recording the history of the homosexual community in Greece during the twentieth century. Themes started emerging, such as love, sexuality, hangouts, problems faced by people at the time and how conditions gradually changed. In the documentary, we speak with academics and people from the street who have first-hand experience of our topic."
tt5068574,movie,Reel Rock 10,"[99, -1]","From big walls to big moves, REEL ROCK 10 features athletes Tommy Caldwell, Kevin Jorgeson, Alex Honnold, Jimmy Webb, Daniel Woods and a special tribute to the late Dean Potter. This year's tour boasts an eclectic program that will get you psyched!"
tt5069072,movie,Get the Weed,[35],A fake Uruguayan Chamber of Legal Marijuana travels to the United States to find 50 tons of cannabis to supply the country. President Jose Mujica is the leader of the mission.
tt5069138,movie,Golden Dawn: A Personal Affair,[99],"What’s in the mind of the neo-nazi next-door? “My partner in life is a Jew, one of my sons is gay, another is an anarchist, and I am a left-wing feminist as well as a daughter of immigrants. If Golden Dawn comes to power our only problem will be which wagon they will put us on.” A journalist is delving for years into the organization of the Greek neo-Nazi party Golden Dawn. The financial collapse, the political instability and the family relations are placed into the spotlight as the documentary is trying to discover “what’s in the head of Golden Dawners, who pose as victims of the system.”"
tt5074352,movie,Dangal,"[28, -1, 18]","Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers."
tt5078614,movie,Getting Away with Murder(s),[99],"Almost 1 million people in 22 countries carried out the unprovoked murder of 11 million innocent men, women and children. The Allies knew where a great many of the murderers could be found - Germany, Austria, Italy, the UK, the USA, Canada, Australia, and numerous countries in South America. The Allies unanimously agreed to prosecute those responsible when they drew up The London Agreement in August 1945, but, after the late 1940s, these very same Allies did almost nothing. Why were so many were actively permitted to get away with their crimes?"
tt5082014,movie,Charlie,"[12, 18, 10749]","A young, nonconforming woman named Tessa gets entangled in a cat-and-mouse chase in the by-lanes of Kerala, hunting for a mysterious artist who previously lived in her apartment."
tt5086104,movie,Chhello Divas: A New Beginning,[35],"The movie revolves around the lives of eight friends and their journey of growing up while they face the highs and lows of their relationships, love and romance, the end of their college days and the beginning of a new life."
tt5094390,movie,National Theatre Live: Man and Superman,"[35, 18]","Academy Award® nominee Ralph Fiennes (The English Patient, Schindler’s List, Oedipus at the National Theatre) plays Jack Tanner in this exhilarating reinvention of Shaw’s witty, provocative classic.  Jack Tanner, celebrated radical thinker and rich bachelor, seems an unlikely choice as guardian to the alluring heiress, Ann. But she takes it in her assured stride and, despite the love of a poet, she decides to marry and tame this dazzling revolutionary.  Tanner, appalled by the whiff of domesticity, is tipped off by his chauffeur and flees to Spain, where he is captured by bandits and meets The Devil. An extraordinary dream-debate, heaven versus hell, ensues. Following in hot pursuit, Ann is there when Tanner awakes, as fierce in her certainty as he is in his.  A romantic comedy, an epic fairytale, a fiery philosophical debate, Man and Superman asks fundamental questions about how we live."
tt5101976,movie,Mrittika Maya,"[18, 10751]","Khirmohon is an old man and a potter by profession. All his life, he has struggled to keep his head above water and now is the owner of his own pottery house and a banyan tree. His two sons Satten and Nikhil stay in the city and prefer urban life. They have no interest in their father's business and want to sell up his life's work for financial gain. The silver lining in Khirmohon's life is his granddaughter Poddo, who is an eye catching dusky beauty. They stay in their village house with another person named Boishakh, who was adopted by Khirmohon when he was just a mere child. Boishakh is a passionate character, who is loyal to Khirmohon and is more interested in keeping the pottery business afloat then Khirmohon's own sons. There is a spark between Poddo and Boishakh, but it is not expressed. The story moves forward with Boishakh trying to protect the business from going into ruins by unwanted invaders and village politics."
tt5106552,movie,A New Understanding: Science of Psilocybin,[99],"A New Understanding explores the treatment of end-of-life anxiety in terminally ill cancer patients using psilocybin, a psychoactive compound found in some mushrooms, to facilitate deeply spiritual experiences. The documentary explores the confluence of science and spirituality in the first psychedelic research studies since the 1970s with terminally ill patients. As a society we devote a great deal of attention to treating cancer, but very little to treating the human being who is dying of cancer."
tt5111382,movie,Palabi Kothae,"[35, 18]",
tt5111634,movie,Shakespeare's Globe: Titus Andronicus,[18],"A live performance of the tragedy ""Titus Andronicus"" by William  Shakespeare. Set in Roman times, the play deals with the bloody revenge of  Roman general Titus Andronicus for the atrocities committed against his  family by Tamora, the captive queen of the Goths, and her faction.  Grotesquely violent and daringly experimental, Titus was the smash hit of Shakespeare's early career, and is written with a ghoulish energy he was never to repeat elsewhere."
tt5113384,movie,Back to Natural: A Documentary Film,[99],An examination of the historical and global politics surrounding Black hair.
tt5114512,movie,Accordions Rising,"[99, 10402]","Accordions have returned, not only with amusement, but with a beautiful, eloquent, haunting, and downright exciting vengeance!"
tt5115066,movie,Royal Shakespeare Company: Love's Labour's Lost,[35],"Summer 1914. In order to dedicate themselves to a life of study, the King and his friends take an oath to avoid the company of women for three years. No sooner have they made their idealistic pledge than the Princess of France and her ladies-in-waiting arrive, presenting the men with a severe test of their high-minded resolve."
tt5116230,movie,The Rebound,"[99, -1]","After a disappointing loss during the national championships, local wheelchair basketball team are ready to come back together and give their all in the forthcoming season. In community-supported wheelchair basketball programs across the country, players push each other physically, mentally and emotionally in order to succeed against the odds, struggling with the challenges of dedicating oneself to a sport that does not garner the recognition or resources granted to other professional athletic organizations—wheelchair basketball is all too often regarded as a sort of charity instead of the riveting competitive sport that it is. The Miami Heat Wheels are ready for their second shot at winning the nationals, but lack of funds and personal problems threaten to put an end to the dream before the season reaches its tension-riddled conclusion."
tt5119108,movie,Highway 5,"[35, 18]","Four Punjabi-Canadians take a road trip from British Columbia to Mexico, and come to some realizations about their lives."
tt5119202,movie,Going Furthur,"[99, 36]","Fifty years after the iconic first Trip, Ken Kesey's son Zane took the Furthur Bus - and his father's legacy- back on the road, for its longest running tour in history. Armed with a new band of Merry Pranksters, the Furthur bus traveled over 15,000 miles in 75 days, riding into music festivals, community events, tribal gatherings and national landmarks, reestablishing itself as a symbol of radical self-expression and cultural revolution all across the country."
tt5119914,movie,Good Morning,[18],"Sometimes the most important answers lie where the childhood memories lead to the disclosure and acceptance of oneself. Tangled up in his own self, Arshak is looking for the answers in his childhood memories. He's as close to the self-acceptance as to the running in circles. What will he choose? And how the memories from the 90s will define his life?"
tt5122312,movie,Insatiable: The Homaro Cantu Story,"[-1, 99]","At the age of 26, innovative chef and inventor Homaro Cantu helped put Chicago on the culinary map when he opened his first restaurant “Moto” in the city’s untapped Fulton Market meatpacking district. Virtually overnight, Cantu rose to the rank of celebrity chef and became famous for his “molecular gastronomy” approach to cooking. Cantu’s meteoric rise to fame masked an early life of poverty, homelessness, and even physical and emotional abuse. Filmed over a period of three years with remarkable access, INSATIABLE follows Cantu at a pivotal moment in his career and takes you on a dizzying and thrilling ride, in a story that moves from redemption and inspiration to tragedy and back again."
tt5122434,movie,Korespondent Bryan,"[99, 10752]",
tt5123386,movie,Bhala Pae Tate 100 Ru 100,"[35, 18, 10749]",
tt5123416,movie,Born Warriors Redux: Bound Fists,[99],
tt5123942,movie,River's End: California's Latest Water War,[99],"A documentary that reveals California's complex struggle over who gets fresh water, and how moneyed interests game the system. Constant battling over uncertain water supplies heralds an impending crisis—not just in California, but around the world."
tt5124206,movie,Savage,"[35, 18]",A hopeful neurologist gathers a detail of antisocial criminals for weekly meetings in an attempt to cure them of their dysfunctional ways -- but it does not take long for him to realize that this was a bad idea from the get-go.
tt5125172,movie,Asha Bhalobasha,"[18, -1, 10749]",
tt5130274,movie,Man in the Camo Jacket,"[-1, 99, 18]","Iconic Welsh rock musician Mike Peters' rise to fame, battle with cancer and inspiring return, featuring one-of-a-kind performances from other legendary musicians."
tt5130746,movie,"Cabbage, Potatoes and Other Demons",[99],"1 village, 1.000 tractors, 100.000 tons of cabbages & potatoes each year - which are hardly sold and eventually destroyed. Is there any way out?"
tt5131082,movie,Remnants,"[28, 53]",
tt5133300,movie,Shopner Prithibi,"[18, 10749]","Masum Choudhury, son of Raihan Choudhury, rebels against his ruthless and inhumane father, abandons his title, and disguises himself as a homeless man to pursue a girl he falls in love with--who passionately hates the Choudhury bloodline because his father killed her parents."
tt5133796,movie,Sotter Mrittu Nei,[18],"The wife of a judge was promised to her dying father to never tell a lie. She lost her father & sister at her own fault and took her sister's son as his own & cared much than his own son. In a murder case, her sister's son & daughter were the laywers & she witnessed that her own son killed his brother-in-law and his husband (the judge) declared son's execution."
tt5134252,movie,Jibon Songsar,[18],
tt5134362,movie,Anondo Osru,"[80, 18]","Dewan Sharif is an influential person in village and whoever rise voice against him, he kills him. His elder brother left villages a long time ago and lives in town. He plans to occupy the property his brother left in the village. During election time, he goes town and hires a hooligan to take care the opposition. His nephew Khosru also comes to village during election. He falls in love with Sharif's maid-servant's daughter Dola and it make Sharif angry. Sharif makes Dola's family desert the village. He also maddened Khosru with a medicine as he become threat of his occupying his brother's property."
tt5135256,movie,Thy Father's Chair,[99],Twins Abraham and Shraga are prisoners of all the dreck piled high around their Brooklyn apartment - until concerned neighbors intercede.
tt5136570,movie,The Luckiest Man: The John Paine Story,[99],
tt5137440,movie,Shopner Nayok,[18],2 boy who has almost same face. The story was going to crime and romance.
tt5138376,movie,Fame Dogs,[35],"When her ties to a grisly Hollywood suicide skyrocket her to fame, struggling actress Polly learns just how far she'll go to stay in the limelight - even if her dreams of stardom come with a body count."
tt5138748,movie,The Blue Cage,[99],
tt5138766,movie,In the Orchard,[18],Charlotte Winston loses her husband and child in a tragic car accident. She is left to take care of the many acres of their California orchard alone. The loss is so great it seems she will not survive; until she meets Marine veteran Nick hiding out in her shed. Nick has PTSD and she has an all consuming grief. Together they form an unlikely friendship.
tt5140998,movie,Jiu Jitsu vs. the World,[99],"Jiu-Jitsu vs the World is a feature length documentary on Brazilian Jiujitsu and how it has a positive impact on lives everywhere. This film aims to be an answer to the question often asked - ""What is that Jiu-jitsu thing that you do?"""
tt5164260,movie,A Fatherless America,[99],Documentary hosted by media personality Tommy Sotomayor about the lack of fathers in modern America.
tt5167170,movie,Joan of Arc,[99],"Could a nineteen-year-old girl change the course of history simply by faith? From ordinary farm girl to extraordinary hero, the life of Joan of Arc was one of conviction and courage. Fifteenth-century France was devastated by an ongoing war in which women did not fight. Yet Joan heeded the counsel of angels and transformed into a military leader, something her country needed but many feared. In this BYUtv original special, discover the stalwart spirit, military prowess, and enduring influence of Joan of Arc."
tt5170670,movie,Heroes Manufactured,"[28, 12, 35]",A documentary following Canadian artists and their ability to break into the comic book industry while dealing with fandom and the craze of comic book conventions in Canada.
tt5172900,movie,Balka Illi,"[27, 53]",
tt5173192,movie,Who Is Lydia Loveless?,"[99, 10402]","Who is Lydia Loveless? Singer/songwriter, alt-country queen, cow punk, hard rocker? The second coming of Hank Williams or Patti Smith? Or just a bubbling cauldron of hormones and emotions holding steadfast to the ideal of keeping rock & roll alive?"
tt5178264,movie,Life in the Doghouse,[99],"Life in the Doghouse tells the inspiring story behind Danny & Ron’s Rescue, a dog rescue centre. Started by life partners Ron Danta and Danny Robertshaw, the two men were moved to act after Hurricane Katrina left thousands of dogs stranded and abandoned. The two men set up a makeshift dog sanctuary in their home and ten years later they have housed and rescued over 10,000 of these furry babies."
tt5179196,movie,American Rackets,[99],"In 1978, Rocco ""Rocky"" Napoli takes control of the family's gambling business from father James ""Jimmy Nap"" Napoli. Jimmy Nap ran the largest numbers operation in the country for over thirty years. Members of the Genovese crime family, both were arrested in 1988 for the alleged murder plot of Jon Gotti and brother Gene."
tt5186078,movie,Roxy: The Movie,"[99, 10402]","A Frank Zappa show goes way beyond a mere concert – it is an experience…a flight of improvisation, musicianship, and cerebral cynicism. An unparalleled Composer and Guitarist, Zappa redefined rock n roll paradigms by introducing into the mix his favorite influences from classical music, jazz, blues, doowop, traditional and non-traditional music. And he did so with unparalleled humor and audacity. But it was the music itself that influenced generations of musicians and, quite frankly, blew minds. Roxy: The Movie, filmed over three nights in December 1973, at the Roxy Theatre in Hollywood, CA, is a powerful display of this experience, and reveals what made him such a pioneering musical revolutionary."
tt5190958,movie,Katyar Kaljat Ghusali,[-1],"Katyar Kaljat Ghusli is a 2015 Marathi film based on a play by the same name. Directed by Subodh Bhave, the film stars Sachin Pilgaonkar, Shankar Mahadevan, and Subodh Bhave in lead roles. The film marks the acting debut for Mahadevan and directorial debut for Bhave. The original play premiered in 1967 in Mumbai, where Hindustani classical vocalist Vasantrao Deshpande played one of the protagonists. In 2010, the play was relaunched with protagonists essayed by Rahul Deshpande, grandson of Vasantrao Deshpande and singer Mahesh Kale. The film's music is composed by Shankar–Ehsaan–Loy, and retained some of the songs from the original play composed by Jitendra Abhisheki."
tt5195438,movie,Spirit Game: Pride of a Nation,[99],"The documentary follows The Iroquois Nationals Lacrosse Team on the road as they compete in the 2015 World Box Lacrosse Championships. For the first time ever, the Championship Games were held on an Indian Reservation, in Onondaga in upstate New York, the Capitol of the Iroquois Confederacy."
tt5198068,movie,Wolfwalkers,"[28, 12, 16]","In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy."
tt5215650,movie,For Izzy,[18],The lives of a recovering addict and her single mother change forever when they move in next door to a widowed father and his adult daughter with autism.
tt5219102,movie,Sleeping Beauty: A Gothic Romance,"[18, 14, 10402]","Matthew Bourne choreographs this version of Tchaikovsky's ballet performed at Sadler's Wells Theatre. Bourne sets the first part of the story in 1890, the year in which Tchaikovsky completed his version of Charles Perrault's classic fairy tale, with Beauty pricking herself on the poisoned rose in 1911 and awakening 100 years later in the contemporary world."
tt5226346,movie,Living Universe,[99],"The next great voyage of human exploration has already begun: the search for life on planets orbiting distant stars. With extraordinary CGI, the world's most inspiring scientists, via extreme environments on Earth and around the solar system, the film takes viewers aboard the next generation of space ships, across the cosmos and beneath the clouds of the exo-planets to discover The Living Universe."
tt5231726,movie,No Limits,[99],"His new adventure takes Zanardi to one of the most famous endurance races in the world: The 24 Hours of Spa-Francorchamps. He shares the cockpit of the BMW GT race car with two of the fastest men in the sport: Ex-Formula 1 driver Timo Glock and touring-car champ Bruno Spengler. They form nothing less than an all-star team of race-track pioneers, going beyond limits and limitations. Never before has a handicapped driver competed in a 24 hour race on this level with able-bodied drivers. The documentary covers the whole story: From their first get-together at BMW headquarters in Munich until the lights turn green in Belgium and the Iron Man with plastic legs limps into his racing car, changing seat and steering wheel with his teammate. But for Alex Zanardi, even after the marathon race, his mission is not over. Only four days later, he is eager to defend his white jersey at the Handcycle World Championship in Switzerland - an outrageous challenge, even for the man with no limits."
tt5236920,movie,Unquiet Graves,[99],This feature-length documentary investigates the role the British government played in the murder of over 120 civilians in Counties Armagh and Tyrone from July 1972 to 1978.
tt5240178,movie,Shongkhonil Karagar,"[18, 10751]",The struggles of a middle class family in Dhaka.
tt5240284,movie,Die Macht der Träume,"[-1, 18]",
tt5248478,movie,"Bruce Springsteen & the E Street Band: The River Tour, Tempe 1980","[99, 10402]","Bruce Springsteen and the E Street Band in concert delivering a raucous celebration of rock 'n' roll on The River tour of 1980. Filmed on November 5 at the former ASU Activity Center (now Wells Fargo Arena) in Tempe, part of metropolitan Phoenix, Arizona, in front of an enthusiastic 10,000-strong audience. Starting with the album's meditative title track, the concert opens up into a celebratory stomp culminating in that E Street Band staple Jungleland, and taking in rock 'n' roll anthems from The River including Hungry Heart, Cadillac Ranch and You Can Look (But You'd Better Not Touch)."
tt5250776,movie,This Is Not a Coup,[99],"""This Is Not a Coup"" describes ECB's financial interventions in states like Italy, Ireland, Portugal, Cyprus and Greece. Featuring well known academics, politicians and journalists, it analyses the relation of EU institutions with big corporations and banks. In order to guarantee full independence from private companies and interests, the project is financed through crowd-funding - namely donations from citizens, trade unions and independent organizations and foundations across the globe."
tt5252250,movie,Deciphering Me,"[28, 18]","This story explores the inner world of a rebel who belongs to an ultra-leftist underground outfit that is battling the government forces. Seriously injured during an ambush, he hides out in a village, his fate dependent on the mercy of the villagers. They believe he is to blame for the death of the innocent native girl killed during the ambush. Left alone with his disturbing thoughts, he will have to dependent on the kindness of strangers, loyalty of his comrades and sheer will power to survive."
tt5254458,movie,The Belly of the Beast,[27],"In 2008, 12 Disciples of Satan are released upon the earth, to do battle with 12 Disciples of direct descendants of the Apostles."
tt5254612,movie,Underfire: The Untold Story of Pfc. Tony Vaccaro,"[-1, 99, 18]","The remarkable story of WWII infantryman and photographer Tony Vaccaro, who created one of the most comprehensive, haunting and intimate photographic records of the war using a smuggled $47 camera while developing the negatives in his helmet at night."
tt5254722,movie,Chasing Bubbles,[99],"A documentary about the journey and spirit of Alex Rust, a farm boy turned day trader from Indiana who, at 25, abandoned his yuppie life in Chicago, bought a modest sailboat, and set out to sail around the world, learning as he journeyed."
tt5255882,movie,"Soul on Ice: Past, Present and Future","[99, -1]","Soul On Ice: Past, Present, and Future is a film that presents and retells the unknown contributions of black athletes in ice hockey. For untold decades, hockey was seen as a homogeneous sport, exciting to watch but played by one kind of player. But people deserve to now know of the exploits of athletes who dared to stand out, and dared to make the sport their own. These Black athletes dared to give their sport soul."
tt5258388,movie,American Gospel: Christ Alone,[99],"American Gospel explores the core question of Christianity, 'What is the gospel?' Through the distorting lens of American culture."
tt5260002,movie,Apparition Hill,[99],"Seven strangers investigate a place of miracles, the small town of Medjugorje, in Bosnia-Herzegovina, where six children claim to have witnessed apparitions of the Virgin Mary in 1981. Millions of people have journeyed to Medjugorje to see for themselves, and nearly all describe a sense of peace they've never felt before. Could it be real? These seven strangers investigate the truth: a young mother with stage 4 cancer, an atheist from England, a man suffering from ALS, a heroin addict and former felon, an atheist police officer, a father of nine who lost his wife to cancer, and a woman questioning her faith. Will their climb up Apparition Hill lead them to a modern-day miracle or a spectacular hoax?"
tt5264176,movie,Concerto: A Beethoven Journey,"[-1, 99, 36]","Filmed over the course of four years, Grabsky and his Seventh Art team followed leading concert pianist Leif Ove Andsnes's attempt to understand and interpret one of the greatest sets of works for piano ever written: Beethoven's five piano concertos.The end result is a beautifully-crafted film with lavish cinematography, a signature of Grabsky and Seventh Art's style.  Considered one of the top pianists of the age, Leif Ove Andsnes offers rare insights into the mind of a world-class pianist and access to his personal and professional life. Against the wonderful background of Leif Ove Andsnes playing these five pieces, we also peel back the many myths of Beethoven's life. Perhaps above all it is the fresh new biography of Beethoven that is most revealing."
tt5265738,movie,George Fest: A Night to Celebrate the Music of George Harrison,"[99, 10402]","Recorded on September 28th, 2014 in Los Angeles, musicians pay tribute to their favorite George Harrison songs."
tt5265976,movie,Nuyorican Básquet,"[99, 36, -1]",The story of the basketball players that represented Puerto Rico at the San Juan's 1979 Pan Am Games.
tt5271144,movie,Tunnel Vision,[28],
tt5272796,movie,All the Rage,"[-1, 99, 18]","America is experiencing an epidemic of pain. One man has the answer to the problem yet the medical establishment has ignored him. For nearly 50 years, Dr. John Sarno has been single-handedly battling the pain epidemic by focusing on the mind-body connection and the nature of stress and the manifestation of physical ailments. With a renowned practice in rehabilitative medicine at NYU he is also a bestselling author of numerous books that deal with psychosomatic disorders. Filmmaker Michael Galinsky's family has a long history with Dr. Sarno and their experience will be woven into the fabric of the film, alongside well known patients, including Howard Stern, John Stossel, Jonathan Ames, Larry David, and many others."
tt5274254,movie,Inacreditável: A Batalha Dos Aflitos,[99],"Documentário que narra a trajetória do time de futebol gaúcho Grêmio em 2005, considerado um dos anos mais difíceis para o clube. Com depoimentos de torcedores - ilustres e desconhecidos -, jogadores e comissão técnica, a produção também conta com imagens inesquecíveis."
tt5275892,movie,O.J.: Made in America,"[-1, 80, 99]","A chronicle of the rise and fall of O.J. Simpson, whose high-profile murder trial exposed the extent of American racial tensions, revealing a fractured and divided nation."
tt5277954,movie,I Am Hardwell: Living the Dream,[99],"Even more than the previous movie 'I AM Hardwell - Living the dream' will let you experience the music. Starting with the 27-year-old Robbert van de Corput, working on new musical ideas in his studio, followed by the mass hysteria in Delhi and unprecedented footage of the 'I AM Hardwell' concert shows where ten thousands of people worldwide shared in the music, passion and energy of what a Hardwell show is all about. It's a gateway into the life of a musical pioneer on the road to accessing the peak of his artistic powers."
tt5280308,movie,Downup the Exit 796,[53],
tt5280954,movie,The Importance of Being Earnest on Stage,[35],"National treasure and Poirot star David Suchet starred as the formidable Lady Bracknell in Oscar Wilde’s much loved masterpiece The Importance of Being Earnest.  Directed by Adrian Noble, (Amadeus, The King’s Speech, Chitty Chitty Bang Bang) Wilde’s superb satire on Victorian manners is one of the funniest plays in the English language.  Two bachelor friends, the adorable dandy Algernon Moncrieff (Philip Cumbus – regular player at Shakespeare’s Globe) and the utterly reliable John Worthing J.P., (Downton Abbey’s Michael Benz) lead double lives to court the attentions of the exquisitely desirable Gwendolyn Fairfax (Emily Barber) and Cecily Cardew (Imogen Doel). The gallants must then grapple with the riotous consequences of their deceptions, and with the formidable Lady Bracknell."
tt5281680,movie,Hangor Nodi Grenade,"[18, 10752]",A tragic story of a mother who dedicates her only child for the sake of the freedom of the country during liberation war in 1971.
tt5284164,movie,Moroner Pore,"[18, 10751]",
tt5289140,movie,The Railway Children,[18],"E. Nesbit's classic children's book ""The Railway Children"" follows Roberta (Bobbie), Phyllis and Peter, three sheltered siblings who suffer a huge upheaval when their father is falsely imprisoned. The children and their mother, now penniless, are forced to move from London to rural Yorkshire, into a cottage near to a railway line. The story deals with themes of justice, the importance of family and the kindness of strangers. York Theatre Royal's award-winning theatre production of The Railway Children is written by Mike Kenny, directed for the stage by Damian Cruden and directed for the screen by Ross MacGibbon. This stage-to-screen version, filmed at the National Railway Museum, features the steam train from the much-loved original feature film."
tt5302552,movie,The Hunger,[18],"Bhat De is a Bangladeshi film, released in 1984. The film was edited, written and directed by Amjad Hossain. The film starred Alamgir, Shabana in the lead roles and co-starred Wasimul Bari Rajib, Anwar Hossain and more."
tt5306938,movie,Goliath,"[18, 9648]","When Robin Walker returns home for her father's funeral, she's forced to confront the damaged family she left behind, as well as her own personal demons; resulting in the reveal of an unsettling secret."
tt5307852,movie,"My Brother, Which I Care For",[99],
tt5310362,movie,Slowdive: Souvlaki,[99],"The film follows the band Slowdive as they come up in the flourishing Thames Valley shoegaze scene and chronicles the making of their classic album Souvlaki. It features interviews with all of the band members as well as Creation Records' Alan McGee, producer Chris Hufford, and engineer Ed Buller."
tt5311514,movie,Your Name.,"[16, 18, 14]","High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other."
tt5311546,movie,Natsamrat,"[18, 10751]","Appa, a veteran theatre actor who has primarily worked in adaptations of Shakespeare's plays, falls upon hard times in his old age."
tt5312232,movie,Sairat,"[18, 10749]","Archi, a local politician’s daughter, and Parshya, a fisherman’s son, fall in love resulting in violence between the families due to the stringent casteism in the village."
tt5321154,movie,Dukhai,[18],Natural disasters are a regular feature of life for people living on the coastal area of Bangladesh. This is a saga about the vicissitudes of these people and their eternal struggle for life.
tt5323662,movie,A Silent Voice: The Movie,"[16, 18]","Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?"
tt5329268,movie,Uttarer Sur,[18],
tt5331594,movie,Blue,"[99, 10402]","A thorough look at the 90's Turkish rock scene, one legendary stage band and its two members: Kerim Capli and Yavuz Cetin... An inquiry of their existential battles with the society, the industry and their own minds."
tt5335314,movie,One Step Behind the Seraphim,[18],"A group of freshmen in an orthodox college are introduced in a world of cons, pleasure and money, but they soon discover that's not the way one's life should be lead."
