tconst,titleType,primaryTitle,genres,emocion
tt5005684,movie,Nil Battey Sannata,"[18, 10751]",joy
tt5008256,movie,Saanjh,"[18, 10751]",joy
tt5009014,movie,Hugh Laurie: Live on the Queen Mary,[10402],sadness
tt5016442,movie,Gujjubhai the Great,[35],joy
tt5021536,movie,Kendasampige,"[10749, 53]",surprise
tt5027202,movie,Colombia: Wild Magic,[99],joy
tt5027774,movie,"Three Billboards Outside Ebbing, Missouri","[35, 80, 18]",anger
tt5029482,movie,The Family,[18],sadness
tt5039054,movie,Oopiri,"[35, 18]",anger
tt5047090,movie,Black Cat,"[35, 80, 18]",anger
tt5051930,movie,Bill Evans: Time Remembered,"[-1, 99, 10402]",joy
tt5053508,movie,Rammstein in Amerika,"[99, 10402]",joy
tt5055280,movie,Emerald City,[18],sadness
tt5061126,movie,Rocky Horror Show Live,"[35, 27, -1]",fear
tt5065142,movie,Major!,"[-1, 99]",anger
tt5065320,movie,Kaliarda,[99],anger
tt5068574,movie,Reel Rock 10,"[99, -1]",joy
tt5069072,movie,Get the Weed,[35],anger
tt5069138,movie,Golden Dawn: A Personal Affair,[99],anger
tt5074352,movie,Dangal,"[28, -1, 18]",joy
tt5078614,movie,Getting Away with Murder(s),[99],anger
tt5082014,movie,Charlie,"[12, 18, 10749]",fear
tt5086104,movie,Chhello Divas: A New Beginning,[35],sadness
tt5094390,movie,National Theatre Live: Man and Superman,"[35, 18]",joy
tt5101976,movie,Mrittika Maya,"[18, 10751]",joy
tt5106552,movie,A New Understanding: Science of Psilocybin,[99],sadness
tt5111634,movie,Shakespeare's Globe: Titus Andronicus,[18],anger
tt5113384,movie,Back to Natural: A Documentary Film,[99],anger
tt5114512,movie,Accordions Rising,"[99, 10402]",joy
tt5115066,movie,Royal Shakespeare Company: Love's Labour's Lost,[35],joy
tt5116230,movie,The Rebound,"[99, -1]",joy
tt5119108,movie,Highway 5,"[35, 18]",fear
tt5119202,movie,Going Furthur,"[99, 36]",anger
tt5119914,movie,Good Morning,[18],joy
tt5122312,movie,Insatiable: The Homaro Cantu Story,"[-1, 99]",joy
tt5122434,movie,Korespondent Bryan,"[99, 10752]",anger
tt5123942,movie,River's End: California's Latest Water War,[99],fear
tt5124206,movie,Savage,"[35, 18]",joy
tt5130274,movie,Man in the Camo Jacket,"[-1, 99, 18]",joy
tt5130746,movie,"Cabbage, Potatoes and Other Demons",[99],anger
tt5133300,movie,Shopner Prithibi,"[18, 10749]",anger
tt5133796,movie,Sotter Mrittu Nei,[18],anger
tt5134362,movie,Anondo Osru,"[80, 18]",anger
tt5135256,movie,Thy Father's Chair,[99],anger
tt5137440,movie,Shopner Nayok,[18],anger
tt5138376,movie,Fame Dogs,[35],joy
tt5138766,movie,In the Orchard,[18],sadness
tt5140998,movie,Jiu Jitsu vs. the World,[99],joy
tt5164260,movie,A Fatherless America,[99],anger
tt5167170,movie,Joan of Arc,[99],joy
tt5170670,movie,Heroes Manufactured,"[28, 12, 35]",joy
tt5173192,movie,Who Is Lydia Loveless?,"[99, 10402]",joy
tt5178264,movie,Life in the Doghouse,[99],fear
tt5179196,movie,American Rackets,[99],anger
tt5186078,movie,Roxy: The Movie,"[99, 10402]",joy
tt5190958,movie,Katyar Kaljat Ghusali,[-1],joy
tt5195438,movie,Spirit Game: Pride of a Nation,[99],joy
tt5198068,movie,Wolfwalkers,"[28, 12, 16]",anger
tt5215650,movie,For Izzy,[18],sadness
tt5219102,movie,Sleeping Beauty: A Gothic Romance,"[18, 14, 10402]",anger
tt5226346,movie,Living Universe,[99],joy
tt5231726,movie,No Limits,[99],joy
tt5236920,movie,Unquiet Graves,[99],anger
tt5240178,movie,Shongkhonil Karagar,"[18, 10751]",anger
tt5248478,movie,"Bruce Springsteen & the E Street Band: The River Tour, Tempe 1980","[99, 10402]",joy
tt5250776,movie,This Is Not a Coup,[99],anger
tt5252250,movie,Deciphering Me,"[28, 18]",sadness
tt5254458,movie,The Belly of the Beast,[27],anger
tt5254612,movie,Underfire: The Untold Story of Pfc. Tony Vaccaro,"[-1, 99, 18]",joy
tt5254722,movie,Chasing Bubbles,[99],anger
tt5255882,movie,"Soul on Ice: Past, Present and Future","[99, -1]",joy
tt5258388,movie,American Gospel: Christ Alone,[99],anger
tt5260002,movie,Apparition Hill,[99],joy
tt5264176,movie,Concerto: A Beethoven Journey,"[-1, 99, 36]",joy
tt5265738,movie,George Fest: A Night to Celebrate the Music of George Harrison,"[99, 10402]",joy
tt5265976,movie,Nuyorican Básquet,"[99, 36, -1]",anger
tt5272796,movie,All the Rage,"[-1, 99, 18]",joy
tt5274254,movie,Inacreditável: A Batalha Dos Aflitos,[99],anger
tt5275892,movie,O.J.: Made in America,"[-1, 80, 99]",sadness
tt5277954,movie,I Am Hardwell: Living the Dream,[99],joy
tt5280954,movie,The Importance of Being Earnest on Stage,[35],joy
tt5281680,movie,Hangor Nodi Grenade,"[18, 10752]",sadness
tt5289140,movie,The Railway Children,[18],joy
tt5302552,movie,The Hunger,[18],joy
tt5306938,movie,Goliath,"[18, 9648]",sadness
tt5310362,movie,Slowdive: Souvlaki,[99],joy
tt5311514,movie,Your Name.,"[16, 18, 14]",fear
tt5311546,movie,Natsamrat,"[18, 10751]",anger
tt5312232,movie,Sairat,"[18, 10749]",anger
tt5321154,movie,Dukhai,[18],joy
tt5323662,movie,A Silent Voice: The Movie,"[16, 18]",anger
tt5331594,movie,Blue,"[99, 10402]",joy
tt5335314,movie,One Step Behind the Seraphim,[18],anger
tt5337696,movie,USS Indianapolis: The Legacy,[99],joy
tt5344460,movie,Mithila Makhaan,[18],anger
tt5354160,movie,Mirror Game,"[80, 9648, 53]",sadness
tt5359928,movie,Our Little Secret,[18],joy
tt5368224,movie,Naanu Avanalla... Avalu,[18],sadness
tt5368296,movie,Eric Clapton: Live at the Royal Albert Hall,[10402],joy
tt5434104,movie,Resilience,[99],sadness
tt5447852,movie,A Stray,[18],fear
tt5458088,movie,Kammatti Paadam,"[28, 18]",fear
tt5460658,movie,Life and a Day,[18],fear
tt5461134,movie,Kaadu Pookkunna Neram,[18],fear
tt5461680,movie,Liberating a Continent: John Paul II and the Fall of Communism,[99],joy
tt5465472,movie,Common Gender,[18],joy
tt5465828,movie,The Girl Who Saved My Life,[99],sadness
tt5471482,movie,The Last Reformation: The Beginning,[99],anger
tt5471570,movie,Amrutha Varshini,"[18, 10749]",joy
tt5475294,movie,Ella Brennan: Commanding the Table,[99],joy
tt5477194,movie,Iraivi,"[80, 18]",sadness
tt5478868,movie,Coffee & Cabbage,[35],joy
tt5479204,movie,Matilda & Me,[99],joy
tt5479244,movie,Dum spiro spero,[99],sadness
tt5482362,movie,Heel Kick!,"[35, -1]",anger
tt5482644,movie,Out of the Fight,"[28, 18, 10752]",sadness
tt5491934,movie,Burzynski: The Cancer Cure Cover-Up,[99],joy
tt5492828,movie,"Joana Biarnés, una entre tots",[99],anger
tt5494396,movie,Tickling Giants,[99],anger
tt5494980,movie,Taani,[10751],anger
tt5495230,movie,The Rest I Make Up,"[-1, 99]",joy
tt5500794,movie,Puta Tirugisi Nodi,[-1],anger
tt5501166,movie,La deuxième nuit,[99],joy
tt5502760,movie,Ghani,[18],anger
tt5504168,movie,Kshanam,"[9648, 53]",anger
tt5506764,movie,It Was All Just A Good Dream,"[-1, 99, 18]",anger
tt5510934,movie,The Unnamed,[18],anger
tt5523168,movie,A Paixão de JL,[99],anger
tt5525790,movie,Queen: A Night in Bohemia,"[99, 10402]",fear
tt5528880,movie,Lives Well Lived,[99],joy
tt5537002,movie,Killers of the Flower Moon,"[80, 18, 36]",fear
tt5537724,movie,Kiragoorina Gayyaligalu,"[80, 18]",anger
tt5542888,movie,A to B Rollerski,"[12, 99, -1]",anger
tt5544722,movie,Trinity,"[18, 27]",anger
tt5553470,movie,The Lives of Mecca,[99],anger
tt5559528,movie,Maanagaram,"[28, 53]",joy
tt5565670,movie,Ardaas,[18],anger
tt5569310,movie,Much Ado About Nothing,"[35, 10749]",fear
tt5571734,movie,Pink,"[80, 18, 53]",anger
tt5581630,movie,Jendral Soedirman,"[28, -1, 36]",anger
tt5588280,movie,90 Years of PAOK: Nostalgia for the Future,"[99, -1]",anger
tt5590026,movie,Slambook,[10749],sadness
tt5593384,movie,Truth and Justice,[18],anger
tt5597012,movie,Spirit Unforgettable,[99],anger
tt5599536,movie,Lathe Joshi,[18],sadness
tt5601424,movie,Tattoo Girls,[99],joy
tt5609488,movie,Imagine Dragons: Smoke + Mirrors,[10402],joy
tt5611648,movie,Joker,"[35, 18]",anger
tt5614414,movie,Hope for All: Unsere Nahrung - unsere Hoffnung,[99],anger
tt5617898,movie,This Is Us,[18],fear
tt5618690,movie,Street Gang: How We Got to Sesame Street,"[99, 10751, 36]",joy
tt5622262,movie,Shakespeare's Globe Theatre: Twelfth Night,[35],joy
tt5628156,movie,Ek Unad Divas,[35],sadness
tt5635522,movie,The Other Penelope,"[80, 18, 36]",anger
tt5635974,movie,Imagining Zootopia,[99],anger
tt5639696,movie,Still Here,[99],joy
tt5641696,movie,Bangland,[16],sadness
tt5644478,movie,Shakespeare's Globe Theatre: The Taming of the Shrew,[35],anger
tt5646004,movie,Keepers of the Game,[99],joy
tt5649628,movie,"George Michael at the Palais Garnier, Paris","[99, 10402]",joy
tt5650482,movie,Tony,[99],anger
tt5655642,movie,Roll with Me,[99],fear
tt5658072,movie,Water Lemon,[18],sadness
tt5674554,movie,Life and Fight,"[18, 36, 10749]",fear
tt5689644,movie,The Extraordinary Case of Alex Lewis,[99],anger
tt5691226,movie,Pashupati Prasad,"[35, 18, 10749]",anger
tt5698764,movie,Les vaillants,[99],fear
tt5699938,movie,Trezoros: The Lost Jews of Kastoria,[99],anger
tt5710688,movie,Wait for Your Laugh,"[-1, 35, 99]",joy
tt5711254,movie,Snjór og Salóme,"[35, 18]",sadness
tt5724662,movie,Silent Witness,[99],anger
tt5734266,movie,My Idiot Brother,[18],sadness
tt5735560,movie,Rabbi Wolff,"[99, 18]",anger
tt5737166,movie,Upstate Story,[18],joy
tt5744820,movie,Atlantic,"[12, 99, -1]",anger
tt5759506,movie,Avec l'amour,"[35, 99, 18]",fear
tt5770546,movie,Teniente Gimo,[27],anger
tt5773402,movie,Dominion,"[99, 27]",fear
tt5774604,movie,Les pépites,[99],anger
tt5777214,movie,The Coffee Man,[99],joy
tt5777628,movie,One More Time with Feeling,"[99, 10402]",anger
tt5781266,movie,Big Bang Made the Movie,"[99, 10402]",anger
tt5790100,movie,Out of Darkness,"[99, 36]",fear
tt5797094,movie,Mattress Men,"[35, 99, 18]",anger
tt5797534,movie,The God of Small Things,[18],joy
tt5806562,movie,Foreign Wars,[99],anger
tt5813274,movie,Chapter One: The Kiteboard Legacy Begins,"[12, 99, -1]",joy
tt5813916,movie,The Mountain II,"[28, 18, 10752]",sadness
tt5818322,movie,Lobanovskiy Forever,"[-1, 99, -1]",anger
tt5824826,movie,Pelli Choopulu,"[35, 18, 10749]",anger
tt5825470,movie,Quiet Please...,[99],sadness
tt5837046,movie,"Curiosity, Adventure & Love",[99],joy
tt5839570,movie,The Dreamers' Field,"[99, 18, 10402]",anger
tt5842772,movie,Mystery Science Theater 3000: Shorts Vol 1,[35],anger
tt5848704,movie,T Sheng De Ba Si Ba Wu Nian,[18],anger
tt5850550,movie,4All,"[99, 18]",anger
tt5852022,movie,In Search of Voodoo: Roots to Heaven,[99],joy
tt5853464,movie,Silas,[99],anger
tt5867036,movie,Roads to Olympia,"[18, -1]",joy
tt5867800,movie,Aruvi,[18],anger
tt5868596,movie,The Ukrainians,"[99, 10752]",sadness
tt5871184,movie,Mobile Suit Gundam: The Origin III - Dawn of Rebellion,"[28, 16, 18]",joy
tt5875460,movie,How I Got There,"[28, 80, 18]",anger
tt5878276,movie,Make,[99],joy
tt5889462,movie,Guppy,"[35, 18]",anger
tt5891144,movie,Spies Are Forever,[-1],anger
tt5891194,movie,Flesh of My Flesh,"[18, 27]",anger
tt5891316,movie,All Things Ablaze,[99],anger
tt5891492,movie,Moleman 4: Longplay,"[16, 99, 36]",fear
tt5895028,movie,13th,"[80, 99, 36]",anger
tt5906392,movie,Thondi Muthalum Driksakshiyum,"[80, 18, 53]",anger
tt5912300,movie,Tora-san in Goto,"[99, 18]",joy
tt5914086,movie,You Never Had It: An Evening With Bukowski,[99],joy
tt5918432,movie,Ferguson Rises,[99],anger
tt5923708,movie,Pärdä,[18],anger
tt5923904,movie,Luther: The Life and Legacy of the German Reformer,[99],joy
tt5924214,movie,Make America Laugh Again,[99],anger
tt5926914,movie,The Lost Idea,"[18, 14]",joy
tt5929776,movie,Before the Flood,"[99, -1]",sadness
tt5930924,movie,Shuvaa,"[18, 10749]",anger
tt5932546,movie,1985,"[12, 35, 18]",joy
tt5934542,movie,"Ben-Gurion, Epilogue","[99, 36]",anger
tt5943392,movie,Branagh Theatre Live: Romeo and Juliet,[10749],sadness
tt5949226,movie,Into the Valli,"[18, 53]",joy
tt5954462,movie,Lumière!,"[99, 36]",joy
tt5957600,movie,Psycho Family,[99],fear
tt5958174,movie,The Last Gold,"[99, -1]",joy
tt5959980,movie,Vada Chennai,"[28, 80, 18]",fear
tt5963218,movie,Aloko Udapadi,"[18, 36]",anger
tt5963908,movie,T for Taj Mahal,[18],joy
tt5965528,movie,Adele and Everything After,"[-1, 99, 10749]",love
tt5970588,movie,I Swam Enguri,"[99, 18, 10752]",sadness
tt5970756,movie,Dopesick: Fentanyl's Deadly Grip,[99],anger
tt5977294,movie,Onde a Moeda Cai Em Pé: A História do São Paulo Futebol Clube,[99],joy
tt5981732,movie,Yesterday Was Everything,"[99, 10402]",sadness
tt5994468,movie,Nashebaaz,[99],anger
tt6002200,movie,Century of Enslavement: The History of the Federal Reserve,[99],fear
tt6014396,movie,Do U Want It?,"[99, 10402]",joy
tt6017536,movie,Mumford & Sons Live from South Africa: Dust & Thunder,[10402],joy
tt6019206,movie,Kill Bill: The Whole Bloody Affair,"[28, 80, 53]",anger
tt6023118,movie,Word from a Gamer,[99],anger
tt6023560,movie,"To Joey, with Love",[99],sadness
tt6023726,movie,Hypnosis Display,[10402],joy
tt6042648,movie,A Second Chance,"[18, 10751]",anger
tt6048070,movie,The Extraordinary Ordinary,[18],joy
tt6054758,movie,Kirik Party,"[35, 18]",anger
tt6054906,movie,"Something Evil, Something Dangerous: New Moon Rising",[27],joy
tt6065284,movie,Uncommon Sense,"[-1, 99]",anger
tt6069620,movie,Love & Bananas: An Elephant Story,"[28, 12, 99]",joy
tt6076170,movie,Ransacked,[99],anger
tt6076366,movie,Aandavan Kattalai,[18],anger
tt6076468,movie,Mariam's Day Off,[18],anger
tt6076810,movie,Skid Row Marathon,[99],anger
tt6080746,movie,Raag Desh,"[28, 18, 36]",anger
tt6082610,movie,A Shot in the Dark,"[-1, 99, -1]",joy
tt6083344,movie,Terence McKenna's True Hallucinations,[99],joy
tt6085926,movie,Abu: Father,[99],sadness
tt6089576,movie,Burn the Ships,"[99, -1]",joy
tt6089644,movie,Manic,"[99, 10751]",anger
tt6093162,movie,I'll Push You: A Real-Life Inspiration,"[12, 99, 18]",joy
tt6095002,movie,Fade to Black,[99],anger
tt6097926,movie,Arrangiarsi: pizza... and the art of living,[99],sadness
tt6098552,movie,The Last Pig,[99],anger
tt6099456,movie,I Am Shakespeare: The Henry Green Story,"[-1, 99]",joy
tt6099470,movie,Once a Marine,"[99, 10752]",sadness
tt6099494,movie,Purdah,"[99, 18, -1]",joy
tt6101430,movie,Overload: America's Toxic Love Story,[99],anger
tt6101736,movie,End of the Line: The Women of Standing Rock,"[99, 36]",joy
tt6102288,movie,Sunday Beauty Queen,[99],joy
tt6109752,movie,The Shame,[18],anger
tt6111914,movie,The Giant's Dream: The Making of the Iron Giant,[99],joy
tt6118442,movie,Whispering Sands,[18],anger
tt6120548,movie,Ventilator,[18],anger
tt6122194,movie,Freedom Under Load,[99],sadness
tt6135402,movie,At the Terrace,[35],anger
tt6135800,movie,A Present from the Past: 20 September,"[12, -1, 99]",joy
tt6137978,movie,A Fairy's Game,"[12, 10751]",joy
tt6143422,movie,Dark Wind,[18],anger
tt6146634,movie,My Beautiful Stutter,"[99, 10751]",fear
tt6148156,movie,Vikram Vedha,"[28, 80, 18]",anger
tt6151042,movie,Rush: Time Stand Still,"[99, 10402]",joy
tt6153322,movie,Muhi: Generally Temporary,[99],sadness
tt6155190,movie,The Great Beauty,"[99, 18]",joy
tt6156350,movie,HyperNormalisation,[99],joy
tt6157292,movie,Yarimçiq xatirälär,"[-1, 18, 36]",anger
tt6162808,movie,Miss Saigon: 25th Anniversary,"[18, -1, 10749]",sadness
tt6169798,movie,Rama Rama Re,"[18, 53]",anger
tt6177442,movie,Worth Fighting For,"[28, 18]",sadness
tt6194886,movie,The Face of Mercy,[99],joy
tt6203902,movie,National Theatre Live: A View from the Bridge,[18],anger
tt6206060,movie,Swede Prince from Imereti,[18],anger
tt6206098,movie,Black Donnellys,[36],anger
tt6212984,movie,Parava,"[28, 35, 18]",anger
tt6221322,movie,Reel Rock 11,"[99, -1]",joy
tt6223974,movie,The Farthest,"[99, 36]",joy
tt6239540,movie,Apocalypse Will Not Happen,[18],joy
tt6242504,movie,This Is Life,[99],anger
tt6245094,movie,Djävligt jagad,"[28, 35]",anger
tt6246170,movie,Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,[16],joy
tt6249904,movie,Jatra,"[28, 35, 18]",anger
tt6250906,movie,Salute,"[28, -1, 18]",anger
tt6255478,movie,The Heart of Nuba,"[-1, 99, 10752]",anger
tt6261318,movie,En busca del muñeco perdido,"[12, 35]",anger
tt6262750,movie,Ammani,"[18, 10751]",sadness
tt6263214,movie,Dan and Phil's Story of TATINOF,[99],joy
tt6277748,movie,Down the Fence,[99],joy
tt6284474,movie,Chowka,"[18, 10749]",joy
tt6289320,movie,A Billion Colour Story,[18],anger
tt6289546,movie,Hollywood on the Dnieper. Dreams from Atlantis,"[99, 36]",anger
tt6304018,movie,Martyrs of Marriage,[99],anger
tt6315002,movie,CAP 2 Intentos,[99],anger
tt6315524,movie,Take Off,"[28, 18, 53]",fear
tt6316138,movie,Ayla: The Daughter of War,"[-1, 18, 36]",fear
tt6316170,movie,George Takei's Allegiance,[-1],joy
tt6319654,movie,Cries from Syria,"[99, 18, 10752]",anger
tt6319750,movie,Green Jello Suxx Live,"[-1, 35, 99]",joy
tt6321990,movie,First Daughter and the Black Snake,[99],joy
tt6330220,movie,Kiriti Roy,[53],sadness
tt6332276,movie,What We Left Behind: Looking Back at Star Trek: Deep Space Nine,"[99, -1]",joy
tt6333054,movie,Chasing Coral,[99],sadness
tt6334954,movie,Newton: The Force of God,"[-1, 99, 36]",anger
tt6335806,movie,Hrudayantar,"[18, 10751, 10749]",sadness
tt6336084,movie,Jimami Tofu,"[18, 10749]",sadness
tt6346162,movie,Disney's Newsies: The Broadway Musical!,[-1],anger
tt6354856,movie,Ankhi O Tar Bondhura,"[12, 18, 10751]",joy
tt6357562,movie,Ghost Rockers: Voor altijd?,[10751],sadness
tt6363050,movie,The Lost Dawn,"[18, 36, 10752]",anger
tt6370266,movie,Bending the Arc,[99],anger
tt6376792,movie,Dhumketu,[18],joy
tt6379564,movie,Bleeding Audio,"[-1, 99, 10402]",anger
tt6380520,movie,Dhuruvangal Pathinaaru,"[80, 18, 9648]",anger
tt6383468,movie,Gnothi Seauton,"[-1, 99, -1]",joy
tt6384376,movie,Colours of Innocence,[18],sadness
tt6399092,movie,Enormous: The Gorge Story,"[99, 36, 10402]",joy
tt6403440,movie,The Lies We Tell But the Secrets We Keep: Part 1,[18],sadness
tt6405058,movie,Billy Connolly: High Horse Tour Live,[99],anger
tt6410688,movie,Holocausto Brasileiro,[99],anger
tt6413656,movie,Tuglak,[18],anger
tt6422860,movie,The Gateway Bug,[99],fear
tt6423486,movie,Matthew Bourne's the Car Man 2015,[10402],anger
tt6432808,movie,Planeta Petrila,[99],anger
tt6442774,movie,Dholakpur to Kathmandu,[16],joy
tt6442890,movie,Krishna - Kans Vadh,[16],anger
tt6443066,movie,Krishna in Vrindavan,[16],joy
tt6462710,movie,Black Man,"[35, 18, 9648]",sadness
tt6467090,movie,Suffer for Good,[99],joy
tt6468114,movie,Terry Pratchett: Back in Black,[99],joy
tt6481232,movie,Scream for Me Sarajevo,"[99, 10402, 10752]",anger
tt6484956,movie,One Heart: The A.R. Rahman Concert Film,"[99, 10402]",joy
tt6487050,movie,May it Last: A Portrait of the Avett Brothers,"[99, 10402]",joy
tt6488750,movie,Muppet Guys Talking,[99],joy
tt6512972,movie,Into the Jungle,[99],anger
tt6523594,movie,The Soul of Success: The Jack Canfield Story,[99],joy
tt6530282,movie,Guilty,"[28, 80]",anger
tt6537136,movie,Oswald Mosley: Europeans,[99],anger
tt6546810,movie,The Jump,"[99, 36]",anger
tt6547888,movie,Slipknot: (sic)nesses,[10402],joy
tt6563582,movie,To Be Alone,[18],fear
tt6566022,movie,Balidaan,[18],anger
tt6569888,movie,The Fruit Machine,[99],anger
tt6577538,movie,Bijuli Machine,"[35, 18, -1]",anger
tt6581616,movie,The Ritman Library: Amsterdam,[99],joy
tt6582782,movie,Tennessee Whiskey: The Dean Dillon Story,[99],joy
tt6587220,movie,Pat Rocco Dared,[99],joy
tt6590978,movie,Daddy's Daughter,[18],joy
tt6596138,movie,Bluefish,"[28, 12, 16]",anger
tt6597248,movie,Kaagaz Ki Kashti,[99],anger
tt6599440,movie,Nje Tregim Prishtine,[18],joy
tt6603516,movie,Etgar Keret: Based on a True Story,"[16, -1, 99]",joy
tt6604174,movie,Living Proof,"[-1, 99]",anger
tt6615784,movie,The Show About the Show,[35],anger
tt6620238,movie,Story of an Egg,"[35, 18]",sadness
tt6622540,movie,Mantra: Sounds Into Silence,"[99, 10402]",joy
tt6627630,movie,Cycle,[35],anger
tt6628102,movie,The Wild Pear Tree,[18],anger
tt6631952,movie,Habit & Armour,"[16, 99, 36]",anger
tt6647576,movie,Bean,[99],sadness
tt6662306,movie,Solutions,[18],joy
tt6669424,movie,Playing Cards,[27],anger
tt6670304,movie,American Media & The Second Assassination of John F. Kennedy,[99],anger
tt6679360,movie,On vam ne Dimon,[99],anger
tt6680050,movie,The Man Who Unlocked the Universe,[99],joy
tt6684410,movie,Amar Shopno Tumi,"[28, 10749]",sadness
tt6693242,movie,3 Wheeling,"[99, -1]",joy
tt6695240,movie,My Superheroes,"[-1, 18]",joy
tt6710618,movie,South African Spook Hunter,"[35, 27]",fear
tt6710876,movie,Out and About,"[35, 18]",anger
tt6713862,movie,Samadhi,[99],joy
tt6714510,movie,We Are the Geordies,[99],joy
tt6714754,movie,The Monster Inside Me,[99],anger
tt6714954,movie,LIFE·LOVE·DOGS,[99],joy
tt6721826,movie,Licu: A Romanian Story,"[99, 18]",sadness
tt6722400,movie,Fast Charlie,[28],anger
tt6722950,movie,Gogita's New Life,[99],joy
tt6733474,movie,Supersapiens: The Rise of the Mind,[99],anger
tt6736084,movie,This Day Forward,[10751],fear
tt6750852,movie,Rabb Da Radio,[18],anger
tt6751668,movie,Parasite,"[18, 53]",joy
tt6759838,movie,Under the Palm Tree,[53],sadness
tt6772188,movie,I May Regret,[53],joy
tt6788828,movie,Martírio,[99],anger
tt6793994,movie,The RuneScape Documentary: 15 Years of Adventure,[99],joy
tt6794424,movie,LA 92,"[80, 99, 36]",joy
tt6794912,movie,Studio 17: The Lost Reggae Tapes,"[99, 10402]",joy
tt6799420,movie,Beyond the Bolex,"[-1, 99]",fear
tt6800650,movie,You Can Call Me John,[10749],joy
tt6802154,movie,Ee Bandhana,"[18, 10751, 10749]",joy
tt6802522,movie,Far. The Story of a Journey Around the World,"[12, 99]",fear
tt6804038,movie,Puthiya Payanam,[-1],sadness
tt6805436,movie,Navagraha,"[28, 80, 53]",anger
tt6818096,movie,Crohnprinsessen,[99],sadness
tt6827584,movie,Priyamudan,"[10749, 53]",anger
tt6834096,movie,A Murder to Go,"[35, 80, 14]",anger
tt6836602,movie,Traataka,"[80, 53]",sadness
tt6837750,movie,Will Work for Views: The Lo-Fi Life of Weird Paul,[99],fear
tt6839684,movie,How They Got Over,"[99, 10402]",joy
tt6845728,movie,National Theatre Live: Rosencrantz & Guildenstern Are Dead,"[35, 18]",joy
tt6846134,movie,National Theatre Live: Amadeus,"[35, 18, -1]",fear
tt6846238,movie,National Theatre Live: The Threepenny Opera,"[35, -1]",anger
tt6846530,movie,National Theatre Live: Who's Afraid of Virginia Woolf?,[18],anger
tt6846664,movie,Angels in America: Part I - Millennium Approaches,[18],anger
tt6847810,movie,National Theatre Live: Angels in America Part Two: Perestroika,[18],joy
tt6852206,movie,Carnaval fi Dachra,[35],joy
tt6856044,movie,Something to Do with Death,[18],anger
tt6857412,movie,Cinema Twain,[35],joy
tt6859280,movie,"The Nagano Tapes: Rewound, Replayed & Reviewed",[99],joy
tt6864496,movie,Becoming Who I Was,[99],joy
tt6864864,movie,Bobby Robson: More Than a Manager,"[99, -1]",joy
tt6864952,movie,Give Us This Day,"[80, 99]",fear
tt6872310,movie,Christ in You: The Movie,[99],joy
tt6876652,movie,Walking with the Wind,[18],fear
tt6892282,movie,The Volunteers,"[99, 10752]",fear
tt6899304,movie,Local Kung Fu 2,"[28, 35]",anger
tt6899324,movie,La Liste,"[99, -1]",joy
tt6912732,movie,Turup (Checkmate),[18],anger
tt6914498,movie,Nenu Kidnap Ayyanu,[18],anger
tt6922018,movie,Harry Styles: Behind the Album,"[-1, 99]",joy
tt6936238,movie,Nebeska tema,"[-1, 99, 10402]",anger
tt6940728,movie,Swamp Tigers,[99],fear
tt6949260,movie,Names on the Cup,"[99, -1]",joy
tt6951518,movie,Million Loves in Me,"[35, 18]",anger
tt6966692,movie,Green Book,"[-1, 35, 18]",anger
tt6977446,movie,Mankiller,"[-1, 99]",anger
tt6980550,movie,Invisible Hands,[99],anger
tt6992030,movie,Once Upon a Superhero,"[18, -1]",joy
tt6998626,movie,The Quest,[18],sadness
tt7006248,movie,Children of the Snow Land,[99],joy
tt7015712,movie,Listen to Me: Untold Stories Beyond Hatred,[99],anger
tt7019842,movie,96,"[18, 10749]",love
tt7019942,movie,Super Deluxe,"[35, 80, 18]",sadness
tt7024288,movie,All for One,"[-1, 99, -1]",joy
tt7031058,movie,Soberano: Seis Vezes São Paulo,[99],joy
tt7033932,movie,Detroit Under S.T.R.E.S.S.,"[80, 99]",anger
tt7040270,movie,Kornél On Tour,[99],anger
tt7043176,movie,Long Time Running,"[99, 10402]",sadness
tt7059626,movie,EKS,"[28, 12, 36]",anger
tt7060344,movie,Raatchasan,"[28, 80, 18]",anger
tt7060460,movie,Theeran Adhigaram Ondru,"[28, 80, 53]",anger
tt7061818,movie,Unfinished Plan: The Path of Alain Johannes,"[-1, 99, 10402]",joy
tt7076030,movie,Of the Voice,[99],anger
tt7077928,movie,Wizard,"[12, 35, 18]",anger
tt7096060,movie,Hombanna,[18],anger
tt7099702,movie,Chuck Leavell: The Tree Man,"[-1, 99, 10402]",joy
tt7101330,movie,Clownery,"[35, 18]",joy
tt7106980,movie,If I Could Run,[18],anger
tt7122350,movie,National Theatre Live: Follies,[-1],joy
tt7125748,movie,Design Canada,[99],joy
tt7127978,movie,Tanzania Transit,[99],fear
tt7143708,movie,Weekend Healer,"[18, 53]",sadness
tt7143760,movie,Sea of Life,[99],joy
tt7143958,movie,Covadonga,[18],sadness
tt7148866,movie,Kiko Boksingero,[18],sadness
tt7149806,movie,Not Even in a Wildest Dream,[99],joy
tt7154952,movie,Everybody Flies,[99],anger
tt7155154,movie,Trip of Compassion,[99],sadness
tt7155286,movie,Freedom Uncut,"[99, 10402]",joy
tt7155460,movie,Muramba,"[35, 10751]",anger
